EmployeeID,Age,Gender,JobRole,TenureYears,WorkHoursPerWeek,WFH_percent,SleepHours,OvertimeHours,MeetingsPerDay,BreaksPerDay,ManagerRating,StressScore,ProductivityScore,BurnoutRisk,WorkloadIndex,ProductivityBand,WFHCategory,AgeGroup
601,45,F,Business Analyst,5.5,36.4,62.1,5.1,2.9,8,1,4.2,46.1,65.4,Medium,39.3,medium,high WFH,41-50
602,27,Male,Product Manager,4.8,66.5,71.9,3.1,13.4,6,0,4.7,69.9,54.4,Medium,79.9,medium,high WFH,21-30
603,47,F,HR Manager,7.7,38.9,57.0,5.2,22.0,4,4,1.3,82.9,85.4,Medium,60.9,high,medium WFH,41-50
604,47,F,Product Manager,6.5,74.2,52.5,7.0,5.2,2,2,2.1,66.4,83.6,Medium,79.4,high,medium WFH,41-50
605,56,Male,Business Analyst,1.3,56.6,14.2,8.3,8.6,7,0,4.1,72.9,78.6,Low,65.2,high,low WFH,51-60
606,55,Male,Support Engineer,4.2,44.3,52.5,5.6,25.9,9,1,3.3,43.6,26.2,Low,70.19999999999999,low,medium WFH,51-60
607,46,Female,Team Lead,6.3,70.8,58.2,9.1,26.6,3,1,3.2,53.2,83.7,Medium,97.4,high,medium WFH,41-50
608,36,F,Data Analyst,4.4,52.1,52.5,4.7,1.3,8,4,1.7,27.7,93.6,High,53.4,high,medium WFH,31-40
609,28,Male,Support Engineer,7.7,75.1,46.2,7.0,5.0,4,2,3.0,71.2,24.8,Low,80.1,low,medium WFH,21-30
610,52,Female,Product Manager,4.4,76.0,52.5,7.0,3.5,5,2,3.1,29.9,52.1,Low,79.5,medium,medium WFH,51-60
611,39,Male,Product Manager,0.6,34.1,89.8,3.9,5.4,4,5,2.1,10.1,99.1,Medium,39.5,high,high WFH,31-40
612,32,Male,Data Analyst,7.7,25.1,26.5,6.2,29.1,9,0,1.8,94.0,67.9,Medium,54.2,medium,medium WFH,31-40
613,47,Male,Team Lead,9.0,79.1,71.1,4.7,16.5,6,5,1.4,37.5,61.1,Medium,95.6,medium,high WFH,41-50
614,48,M,HR Manager,9.8,51.2,10.0,7.0,14.0,6,1,1.6,27.7,34.2,Low,65.2,low,low WFH,41-50
615,32,Male,Data Analyst,2.9,51.2,3.4,7.0,29.5,0,1,4.1,34.1,65.2,Medium,80.7,medium,low WFH,31-40
616,54,Male,Software Engineer,4.4,70.8,56.0,8.4,15.1,1,4,3.9,39.7,55.1,Medium,85.89999999999999,medium,medium WFH,51-60
617,25,F,Software Engineer,9.3,50.2,69.5,7.0,19.8,6,4,1.2,52.7,30.2,Medium,70.0,low,high WFH,21-30
618,37,Male,Business Analyst,9.0,39.2,79.6,7.0,10.0,7,2,3.0,16.2,57.1,Medium,49.2,medium,high WFH,31-40
619,24,Female,Support Engineer,7.6,73.3,34.0,10.7,11.5,3,5,3.2,14.7,33.2,Medium,84.8,low,medium WFH,21-30
620,44,Female,Product Manager,5.3,35.8,0.7,10.5,17.8,5,1,2.3,36.4,78.5,High,53.599999999999994,high,low WFH,41-50
621,21,Female,Team Lead,13.7,77.1,48.0,9.9,15.1,9,0,4.3,36.6,97.9,Medium,92.19999999999999,high,medium WFH,21-30
622,29,Female,Business Analyst,5.1,36.3,1.6,7.0,7.7,2,3,4.1,20.6,57.6,Medium,44.0,medium,low WFH,21-30
623,49,Female,Support Engineer,6.8,58.8,9.2,4.1,5.9,6,0,4.6,46.4,70.6,Low,64.7,high,low WFH,41-50
624,24,Female,Support Engineer,10.2,37.3,32.7,4.7,0.5,2,4,3.3,35.6,54.5,Low,37.8,medium,medium WFH,21-30
625,52,F,Business Analyst,8.1,55.0,43.7,8.2,16.1,6,0,2.4,12.3,31.1,High,71.1,low,medium WFH,51-60
626,20,Male,QA Tester,7.7,62.6,27.9,6.4,16.8,7,1,3.4,89.7,97.6,Medium,79.4,high,medium WFH,
627,37,Other,Support Engineer,6.5,35.5,58.2,4.2,11.5,2,5,1.4,89.7,30.4,Medium,47.0,low,medium WFH,31-40
628,51,M,QA Tester,11.9,51.2,5.5,6.8,8.1,1,2,1.0,28.8,28.9,Medium,59.300000000000004,low,low WFH,51-60
629,30,Other,Software Engineer,4.2,50.8,52.5,3.1,19.6,5,5,1.1,24.7,56.7,Low,70.4,medium,medium WFH,21-30
630,40,Other,Software Engineer,2.1,28.9,52.5,8.9,15.1,3,3,2.6,59.3,72.7,High,44.0,high,medium WFH,31-40
631,45,Male,Support Engineer,4.7,70.0,14.2,3.6,15.6,7,2,1.9,66.8,48.4,Medium,85.6,medium,low WFH,41-50
632,44,Male,Software Engineer,12.7,43.5,64.0,8.0,23.0,1,3,1.6,96.2,35.4,Medium,66.5,low,high WFH,41-50
633,41,Male,Team Lead,7.7,56.6,5.5,9.3,4.9,3,3,3.5,44.0,85.5,Low,61.5,high,low WFH,41-50
634,46,Female,QA Tester,14.9,53.3,40.7,4.1,22.6,1,1,5.0,65.6,49.0,Medium,75.9,medium,medium WFH,41-50
635,32,Male,QA Tester,8.1,53.2,17.7,7.1,22.8,1,1,1.7,89.0,35.5,Low,76.0,low,low WFH,31-40
636,52,Female,Support Engineer,14.8,30.9,11.0,9.2,15.1,1,4,3.2,50.5,49.2,Medium,46.0,medium,low WFH,51-60
637,53,Male,Software Engineer,14.1,51.2,56.7,5.1,15.1,0,4,1.5,21.0,37.2,Medium,66.3,low,medium WFH,51-60
638,54,F,Data Analyst,6.8,49.9,92.8,4.3,29.2,3,3,4.7,44.0,61.6,Low,79.1,medium,high WFH,51-60
639,20,Other,Product Manager,3.0,65.4,5.5,5.7,5.8,1,5,2.2,22.3,73.5,Medium,71.2,high,low WFH,
640,40,Other,Business Analyst,2.5,51.2,42.2,7.4,24.7,8,4,4.5,11.5,84.0,Low,75.9,high,medium WFH,31-40
641,25,Male,Business Analyst,3.6,55.0,70.8,7.6,16.9,8,1,2.1,77.6,38.2,High,71.9,low,high WFH,21-30
642,47,F,QA Tester,10.7,29.8,46.3,4.0,7.9,6,4,3.0,31.5,33.4,Medium,37.7,low,medium WFH,41-50
643,36,Female,Support Engineer,4.1,38.0,80.6,6.7,3.9,5,3,1.8,10.2,21.6,Low,41.9,low,high WFH,31-40
644,24,Female,Support Engineer,5.1,51.2,18.0,7.0,14.9,2,2,2.2,88.5,38.2,Low,66.10000000000001,low,low WFH,21-30
645,50,Male,Team Lead,6.7,51.2,96.0,9.7,12.2,6,5,1.8,49.9,21.9,High,63.400000000000006,low,high WFH,41-50
646,24,Male,HR Manager,13.7,45.1,38.5,5.5,21.0,0,5,2.1,31.5,47.6,Medium,66.1,medium,medium WFH,21-30
647,57,F,Product Manager,2.8,37.6,34.2,9.7,27.1,8,0,4.3,33.7,31.7,Low,64.7,low,medium WFH,51-60
648,22,Female,HR Manager,0.1,37.0,87.5,6.4,24.2,3,4,3.6,31.6,66.4,Low,61.2,medium,high WFH,21-30
649,42,Other,QA Tester,0.9,28.0,56.4,8.8,8.2,5,5,2.6,27.5,50.7,Low,36.2,medium,medium WFH,41-50
650,56,Female,Business Analyst,13.6,26.0,51.6,7.1,26.4,5,1,4.9,85.7,27.5,High,52.4,low,medium WFH,51-60
651,56,F,Team Lead,7.7,30.7,72.7,8.0,25.0,2,2,2.9,25.3,52.0,Medium,55.7,medium,high WFH,51-60
652,29,F,Team Lead,4.1,34.5,58.0,6.2,27.9,3,1,4.9,60.6,36.7,Low,62.4,low,medium WFH,21-30
653,29,M,Team Lead,2.7,48.7,16.3,9.1,15.1,9,4,1.8,17.0,74.4,Low,63.800000000000004,high,low WFH,21-30
654,38,Male,QA Tester,4.4,53.1,67.4,6.4,15.1,2,3,4.6,95.5,49.2,Low,68.2,medium,high WFH,31-40
655,36,M,HR Manager,1.7,32.7,13.3,7.0,17.7,5,0,1.1,64.3,31.8,High,50.400000000000006,low,low WFH,31-40
656,40,Other,Business Analyst,14.1,48.4,80.6,7.1,9.3,0,0,3.2,91.3,48.0,Medium,57.7,medium,high WFH,31-40
657,33,Female,Team Lead,11.8,43.8,99.0,7.0,29.8,7,2,2.7,45.8,38.0,Medium,73.6,low,high WFH,31-40
658,28,Other,Business Analyst,6.9,35.1,52.5,8.3,1.1,7,5,3.1,83.0,83.7,Medium,36.2,high,medium WFH,21-30
659,20,F,Software Engineer,13.0,25.4,44.5,7.0,4.9,8,5,3.2,86.8,98.7,High,30.299999999999997,high,medium WFH,
660,32,M,Support Engineer,3.7,50.7,4.6,8.4,26.8,5,5,2.6,73.3,22.0,High,77.5,low,low WFH,31-40
661,23,M,Support Engineer,10.8,62.7,1.4,8.1,1.8,0,0,5.0,18.4,75.2,Low,64.5,high,low WFH,21-30
662,20,M,Business Analyst,12.8,37.4,92.1,10.4,15.1,2,3,4.9,11.4,41.1,High,52.5,medium,high WFH,
663,59,Other,Data Analyst,5.4,32.2,12.9,9.7,21.5,0,5,4.8,25.2,25.3,High,53.7,low,low WFH,51-60
664,51,F,Data Analyst,11.4,73.8,44.6,8.2,1.1,4,1,4.9,20.6,21.1,Low,74.89999999999999,low,medium WFH,51-60
665,53,Male,QA Tester,4.4,40.1,81.5,5.7,12.9,2,5,4.2,75.3,90.5,High,53.0,high,high WFH,51-60
666,47,Female,QA Tester,4.5,37.3,88.9,9.2,22.6,1,3,5.0,60.1,48.3,Medium,59.9,medium,high WFH,41-50
667,50,Male,Support Engineer,1.6,72.1,51.9,7.6,17.5,2,2,4.6,57.3,99.6,Medium,89.6,high,medium WFH,41-50
668,27,M,Software Engineer,6.6,69.9,56.5,10.9,28.1,8,2,2.7,32.8,55.4,Low,98.0,medium,medium WFH,21-30
669,58,Male,Product Manager,10.9,49.7,67.0,7.0,26.0,7,0,3.0,23.9,35.0,Medium,75.7,low,high WFH,51-60
670,45,Other,HR Manager,7.7,51.9,96.1,3.6,10.0,2,3,4.6,28.6,82.2,Low,61.9,high,high WFH,41-50
671,53,Other,HR Manager,9.1,37.0,60.3,3.6,2.5,1,1,3.9,46.0,94.1,High,39.5,high,high WFH,51-60
672,22,F,QA Tester,7.7,29.3,55.9,7.0,28.3,4,3,2.7,76.6,85.2,High,57.6,high,medium WFH,21-30
673,31,Female,Software Engineer,12.3,51.2,1.5,10.5,15.5,0,1,1.3,32.9,79.6,Medium,66.7,high,low WFH,31-40
674,20,Other,QA Tester,2.6,30.4,8.1,3.0,2.2,3,1,4.2,72.9,46.8,Medium,32.6,medium,low WFH,
675,24,Other,Product Manager,7.3,49.7,57.7,8.8,24.5,7,3,4.8,54.2,25.2,Medium,74.2,low,medium WFH,21-30
676,49,M,HR Manager,1.8,51.2,93.6,8.3,26.1,0,4,2.4,89.7,36.1,Low,77.30000000000001,low,high WFH,41-50
677,49,M,Business Analyst,10.2,77.4,86.7,8.9,19.2,4,3,1.6,31.0,55.7,Medium,96.60000000000001,medium,high WFH,41-50
678,36,Male,QA Tester,14.2,38.2,98.3,5.8,13.4,3,1,2.3,50.6,96.5,Medium,51.6,high,high WFH,31-40
679,42,F,Team Lead,2.1,59.3,52.5,9.6,19.9,5,5,3.3,18.7,77.8,Low,79.19999999999999,high,medium WFH,41-50
680,34,Male,Business Analyst,11.0,51.1,52.5,3.4,21.2,6,2,2.3,40.2,86.3,Low,72.3,high,medium WFH,31-40
681,56,M,Product Manager,9.5,73.2,84.0,9.0,26.8,8,2,3.4,55.6,42.2,Medium,100.0,medium,high WFH,51-60
682,40,Female,Product Manager,8.8,39.9,64.8,5.1,28.7,0,0,4.9,75.9,74.7,Low,68.6,high,high WFH,31-40
683,33,M,QA Tester,5.9,25.2,33.9,6.8,15.4,9,2,3.0,27.8,89.0,High,40.6,high,medium WFH,31-40
684,21,F,Support Engineer,5.3,33.9,47.0,9.6,24.0,3,4,2.5,29.6,58.4,Low,57.9,medium,medium WFH,21-30
685,30,M,QA Tester,0.7,44.2,85.8,5.2,28.9,5,1,4.7,66.8,54.4,Low,73.1,medium,high WFH,21-30
686,58,F,Support Engineer,3.3,51.2,52.5,7.0,4.5,9,3,3.3,44.4,77.6,Medium,55.7,high,medium WFH,51-60
687,57,F,Product Manager,7.7,68.5,92.4,8.5,0.5,6,3,1.5,53.4,64.8,Medium,69.0,medium,high WFH,51-60
688,53,F,Software Engineer,8.7,62.4,23.0,7.3,26.1,6,4,3.0,85.3,99.5,Medium,88.5,high,medium WFH,51-60
689,57,F,Product Manager,7.7,41.5,75.0,7.1,5.9,7,2,3.6,54.9,54.0,Medium,47.4,medium,high WFH,51-60
690,53,F,HR Manager,13.1,51.2,63.1,5.1,1.3,9,1,4.4,68.7,34.1,Medium,52.5,low,high WFH,51-60
691,37,Female,Business Analyst,7.8,30.3,75.0,3.3,4.8,7,2,4.7,69.1,57.8,Medium,35.1,medium,high WFH,31-40
692,49,Male,Business Analyst,10.5,74.4,43.7,6.3,11.5,7,0,2.3,82.3,38.8,Low,85.9,low,medium WFH,41-50
693,34,Other,Data Analyst,6.2,76.4,93.3,3.9,6.6,7,2,1.6,67.4,64.9,Low,83.0,medium,high WFH,31-40
694,46,Male,Data Analyst,8.4,78.9,63.2,10.2,9.2,7,0,1.3,15.8,30.1,Low,88.10000000000001,low,high WFH,41-50
695,53,Male,Product Manager,14.1,72.8,28.8,3.3,29.3,5,3,3.0,40.8,96.0,Low,102.1,high,medium WFH,51-60
696,57,Female,HR Manager,7.7,34.6,63.8,6.5,15.1,8,1,4.2,99.0,88.8,Low,49.7,high,high WFH,51-60
697,52,M,Data Analyst,3.8,27.5,28.7,3.4,15.1,2,5,2.6,27.7,32.4,Low,42.6,low,medium WFH,51-60
698,43,Female,Business Analyst,11.7,56.9,29.4,3.8,2.8,5,0,2.6,62.8,33.8,High,59.699999999999996,low,medium WFH,41-50
699,34,F,QA Tester,1.5,75.2,52.5,8.3,22.0,4,2,4.8,85.9,61.0,Low,97.2,medium,medium WFH,31-40
700,49,Female,Software Engineer,1.1,34.8,85.2,8.2,22.2,7,2,4.7,62.8,81.8,Low,57.0,high,high WFH,41-50
701,36,Female,Software Engineer,5.4,25.4,50.0,3.3,19.8,3,3,1.9,43.5,37.5,High,45.2,low,medium WFH,31-40
702,24,F,HR Manager,1.4,69.3,67.9,3.0,6.9,3,4,4.1,17.2,24.9,Low,76.2,low,high WFH,21-30
703,48,Female,Product Manager,8.8,29.2,39.2,3.6,12.7,9,5,3.5,42.5,63.6,Low,41.9,medium,medium WFH,41-50
704,23,Other,Data Analyst,3.4,47.8,26.4,9.1,25.4,9,4,1.6,26.4,75.3,Low,73.19999999999999,high,medium WFH,21-30
705,29,Other,QA Tester,13.4,62.3,95.5,7.7,20.1,4,2,2.4,96.5,39.5,Low,82.4,low,high WFH,21-30
706,36,Female,Software Engineer,11.8,38.0,60.4,3.3,22.0,5,4,1.7,74.4,79.2,Low,60.0,high,high WFH,31-40
707,29,M,Software Engineer,10.5,29.6,93.4,6.9,17.6,3,5,2.2,77.4,96.1,Low,47.2,high,high WFH,21-30
708,36,F,Team Lead,9.3,67.4,20.3,8.7,13.5,1,5,3.5,49.2,31.0,High,80.9,low,medium WFH,31-40
709,39,Male,Product Manager,13.0,59.7,52.5,10.0,22.8,1,1,2.5,19.9,60.9,Low,82.5,medium,medium WFH,31-40
710,43,M,Team Lead,3.3,79.4,85.6,10.5,2.0,2,4,2.6,34.0,24.5,Low,81.4,low,high WFH,41-50
711,24,Female,Business Analyst,13.1,43.9,68.1,7.0,20.2,1,1,3.2,33.4,36.5,Medium,64.1,low,high WFH,21-30
712,53,M,Software Engineer,11.8,28.4,18.7,4.1,29.9,0,2,1.3,53.8,27.2,Low,58.3,low,low WFH,51-60
713,25,Male,HR Manager,11.2,65.4,26.9,4.9,23.4,7,2,4.0,51.5,52.3,Low,88.80000000000001,medium,medium WFH,21-30
714,21,Other,Support Engineer,8.4,53.7,80.1,9.2,8.7,4,2,2.6,49.0,85.7,High,62.400000000000006,high,high WFH,21-30
715,32,Female,Support Engineer,7.7,36.7,45.4,10.8,8.3,9,3,2.9,54.6,66.2,High,45.0,medium,medium WFH,31-40
716,30,F,QA Tester,6.4,68.0,67.1,6.7,20.0,0,4,4.9,98.8,37.8,Medium,88.0,low,high WFH,21-30
717,42,Male,Software Engineer,7.7,36.2,31.8,5.4,26.9,8,0,2.4,36.9,23.2,Low,63.1,low,medium WFH,41-50
718,35,F,Software Engineer,0.5,39.3,38.1,6.4,17.3,7,5,3.6,65.4,64.3,High,56.599999999999994,medium,medium WFH,31-40
719,50,Female,Business Analyst,11.7,30.1,99.1,7.0,15.8,3,0,2.6,31.6,30.6,Low,45.900000000000006,low,high WFH,41-50
720,30,M,Software Engineer,3.6,47.0,24.8,5.1,4.8,7,2,4.6,52.0,47.4,Low,51.8,medium,medium WFH,21-30
721,35,M,HR Manager,2.2,48.0,50.6,7.8,21.5,9,4,4.4,28.0,60.8,Medium,69.5,medium,medium WFH,31-40
722,27,M,Team Lead,1.7,53.3,84.4,3.1,21.1,6,1,2.0,60.2,92.3,Medium,74.4,high,high WFH,21-30
723,23,Male,Software Engineer,0.4,64.0,23.9,5.1,29.0,6,0,3.8,33.9,26.5,Low,93.0,low,medium WFH,21-30
724,59,F,Software Engineer,7.9,74.8,41.5,8.3,9.0,0,2,1.3,13.3,73.5,Medium,83.8,high,medium WFH,51-60
725,23,Male,Business Analyst,3.3,51.2,61.5,3.3,22.7,5,0,4.9,83.4,21.1,High,73.9,low,high WFH,21-30
726,44,Male,Product Manager,14.8,28.0,52.5,3.7,13.0,3,0,2.4,21.5,70.4,Low,41.0,high,medium WFH,41-50
727,22,Male,Data Analyst,8.6,26.0,46.0,5.3,16.8,9,5,4.3,43.1,64.1,Medium,42.8,medium,medium WFH,21-30
728,51,Female,Product Manager,2.1,32.9,36.3,10.0,24.5,9,0,2.3,52.9,84.9,Low,57.4,high,medium WFH,51-60
729,22,Male,Business Analyst,10.3,51.2,58.7,9.1,6.7,9,2,3.5,48.9,62.5,Low,57.900000000000006,medium,medium WFH,21-30
730,46,Other,Product Manager,7.7,65.0,62.4,3.2,10.3,1,5,3.0,75.3,48.2,Low,75.3,medium,high WFH,41-50
731,48,Male,Business Analyst,11.2,68.3,65.3,7.0,23.2,9,2,4.5,63.7,39.4,Medium,91.5,low,high WFH,41-50
732,51,Male,HR Manager,1.1,38.4,7.0,5.2,17.1,6,3,1.6,36.6,26.8,Low,55.5,low,low WFH,51-60
733,38,F,QA Tester,13.4,41.8,63.1,8.2,2.8,8,3,3.2,14.7,62.8,High,44.599999999999994,medium,high WFH,31-40
734,40,Female,Software Engineer,11.9,51.6,95.3,8.8,12.9,4,3,2.4,79.1,91.1,High,64.5,high,high WFH,31-40
735,24,Other,Business Analyst,2.4,28.5,54.1,9.9,17.6,7,0,2.7,41.7,61.2,High,46.1,medium,medium WFH,21-30
736,37,M,Business Analyst,0.8,58.6,71.5,6.8,27.3,4,4,2.3,90.1,79.1,Low,85.9,high,high WFH,31-40
737,47,M,Data Analyst,8.4,79.1,55.7,11.0,5.7,6,2,2.3,45.6,43.9,Low,84.8,medium,medium WFH,41-50
738,41,Male,Business Analyst,2.3,44.8,85.5,10.8,24.2,6,3,3.2,74.6,55.9,Low,69.0,medium,high WFH,41-50
739,40,F,Support Engineer,12.5,51.2,93.0,10.1,3.9,8,4,1.8,94.6,46.0,Medium,55.1,medium,high WFH,31-40
740,25,F,QA Tester,5.4,52.5,18.4,7.6,7.3,2,3,3.1,68.6,28.7,High,59.8,low,low WFH,21-30
741,20,M,Software Engineer,13.7,32.0,43.7,6.2,7.3,0,3,2.1,47.2,53.4,Medium,39.3,medium,medium WFH,
742,24,Male,Software Engineer,8.5,57.0,39.2,5.9,26.3,1,4,2.2,61.1,81.1,Medium,83.3,high,medium WFH,21-30
743,31,Female,Data Analyst,2.7,41.5,40.5,3.1,6.0,5,3,4.0,58.9,51.6,Low,47.5,medium,medium WFH,31-40
744,45,Other,HR Manager,2.1,26.9,52.5,5.0,23.6,9,0,3.0,62.6,72.0,High,50.5,high,medium WFH,41-50
745,53,Male,Software Engineer,8.6,59.9,81.4,7.0,15.1,9,0,2.5,23.2,80.7,Low,75.0,high,high WFH,51-60
746,33,M,Support Engineer,11.4,72.2,52.5,7.8,30.0,8,5,3.0,72.9,45.8,Low,102.2,medium,medium WFH,31-40
747,45,Female,Software Engineer,11.7,44.0,52.8,10.3,25.2,2,0,2.9,23.1,83.8,High,69.2,high,medium WFH,41-50
748,46,F,Support Engineer,4.1,46.5,66.2,3.4,22.2,9,1,3.7,11.3,47.1,Medium,68.7,medium,high WFH,41-50
749,28,Male,QA Tester,3.1,74.0,20.7,7.0,26.1,1,5,2.5,66.2,40.5,Low,100.1,medium,medium WFH,21-30
750,45,Male,QA Tester,0.3,69.7,90.6,9.3,19.0,0,3,1.9,20.5,37.8,Low,88.7,low,high WFH,41-50
751,41,M,Team Lead,10.2,64.3,83.9,5.9,25.3,1,1,4.5,79.3,36.0,Low,89.6,low,high WFH,41-50
752,49,F,Team Lead,1.1,38.7,47.1,3.9,7.8,2,2,4.9,87.9,79.0,Medium,46.5,high,medium WFH,41-50
753,36,Other,Support Engineer,6.3,75.1,41.1,7.0,2.9,6,4,1.1,95.0,91.0,Low,78.0,high,medium WFH,31-40
754,45,F,HR Manager,9.0,33.5,23.7,9.3,18.5,1,2,3.2,69.8,38.5,High,52.0,low,medium WFH,41-50
755,55,Male,Software Engineer,14.1,59.5,73.0,6.3,13.0,4,1,2.4,53.4,26.8,Low,72.5,low,high WFH,51-60
756,20,Male,Business Analyst,4.7,26.6,52.5,9.6,12.8,1,0,2.1,41.7,45.1,Medium,39.400000000000006,medium,medium WFH,
757,27,F,Software Engineer,3.7,60.4,68.0,8.4,15.8,6,3,3.0,54.2,72.6,Low,76.2,high,high WFH,21-30
758,54,F,Team Lead,9.8,40.2,84.2,9.3,10.8,9,5,3.6,27.1,49.5,Low,51.0,medium,high WFH,51-60
759,34,Male,Product Manager,9.3,49.7,22.8,9.5,18.8,7,3,1.8,41.4,63.9,Medium,68.5,medium,medium WFH,31-40
760,41,Other,Business Analyst,5.0,44.0,86.6,3.7,0.9,7,0,4.7,74.6,79.5,Medium,44.9,high,high WFH,41-50
761,33,M,Support Engineer,13.9,34.5,3.3,8.0,29.1,7,3,2.9,29.6,52.7,Low,63.6,medium,low WFH,31-40
762,45,M,Business Analyst,12.7,59.2,91.3,3.1,27.7,9,4,2.3,33.8,100.0,Medium,86.9,high,high WFH,41-50
763,47,F,Product Manager,3.4,73.5,52.5,3.3,28.1,8,4,4.1,77.4,43.8,High,101.6,medium,medium WFH,41-50
764,42,M,Software Engineer,3.6,77.7,64.6,10.2,11.0,0,4,1.1,26.0,98.3,Low,88.7,high,high WFH,41-50
765,33,Male,Software Engineer,7.7,35.6,25.0,7.2,16.0,0,2,2.7,32.1,36.2,Low,51.6,low,medium WFH,31-40
766,43,Male,HR Manager,11.6,64.5,83.7,8.9,28.6,9,0,2.4,11.6,28.9,Low,93.1,low,high WFH,41-50
767,21,F,Data Analyst,0.7,61.5,51.2,9.7,27.1,1,4,2.4,74.8,80.1,Medium,88.6,high,medium WFH,21-30
768,45,F,Business Analyst,10.4,43.9,13.5,10.6,23.7,5,1,3.0,65.6,76.2,Low,67.6,high,low WFH,41-50
769,33,F,Team Lead,9.7,26.1,57.1,10.0,12.2,0,4,1.1,72.5,84.9,Low,38.3,high,medium WFH,31-40
770,26,Other,Product Manager,3.5,62.9,40.8,6.9,16.9,4,5,1.6,29.3,47.5,Medium,79.8,medium,medium WFH,21-30
771,22,M,Product Manager,10.2,77.0,66.1,5.7,23.8,4,2,1.6,71.9,94.5,High,100.8,high,high WFH,21-30
772,42,F,Product Manager,14.1,59.8,88.2,4.2,8.2,3,1,5.0,63.7,29.6,Low,68.0,low,high WFH,41-50
773,37,Female,Team Lead,0.7,48.9,40.9,6.2,18.8,4,0,1.1,43.0,22.4,Low,67.7,low,medium WFH,31-40
774,57,Female,Data Analyst,4.8,53.9,29.0,5.9,24.8,0,0,1.7,49.4,44.0,Medium,78.7,medium,medium WFH,51-60
775,54,Male,Software Engineer,6.6,36.0,1.5,7.5,21.2,5,5,4.9,61.1,83.8,Low,57.2,high,low WFH,51-60
776,34,M,HR Manager,13.5,66.3,57.5,8.3,14.4,6,4,3.0,54.4,73.8,Low,80.7,high,medium WFH,31-40
777,44,F,HR Manager,14.4,66.1,40.2,10.8,17.5,7,1,2.8,67.8,54.9,Medium,83.6,medium,medium WFH,41-50
778,56,Female,Team Lead,6.7,33.0,37.5,8.8,29.7,1,5,1.3,26.3,40.5,High,62.7,medium,medium WFH,51-60
779,47,M,HR Manager,11.3,73.3,18.3,8.1,18.1,6,1,3.7,58.7,24.7,High,91.4,low,low WFH,41-50
780,29,Male,Product Manager,8.0,39.8,43.0,5.7,23.6,5,4,1.6,50.5,47.0,Low,63.4,medium,medium WFH,21-30
781,58,Other,QA Tester,8.1,79.0,98.4,3.3,21.8,8,4,3.7,51.5,56.8,Medium,100.8,medium,high WFH,51-60
782,36,M,Data Analyst,4.2,46.1,29.8,5.3,21.0,7,3,4.9,52.2,75.0,Low,67.1,high,medium WFH,31-40
783,58,M,Software Engineer,3.3,34.8,60.0,9.1,21.5,3,3,3.1,89.3,71.7,Low,56.3,high,medium WFH,51-60
784,41,Male,QA Tester,4.3,44.3,77.6,4.6,15.1,8,4,1.9,83.7,95.8,High,59.4,high,high WFH,41-50
785,45,M,Data Analyst,8.3,49.2,74.9,8.7,14.2,0,2,3.5,66.7,28.0,High,63.400000000000006,low,high WFH,41-50
786,44,Male,Support Engineer,0.4,28.8,32.9,7.6,14.0,5,5,3.1,74.5,46.9,Low,42.8,medium,medium WFH,41-50
787,36,Male,Business Analyst,13.6,56.8,61.1,4.4,1.0,7,3,3.1,13.9,58.5,Low,57.8,medium,high WFH,31-40
788,32,Male,Team Lead,2.3,57.9,87.1,5.1,7.2,3,4,2.9,77.0,73.7,Low,65.1,high,high WFH,31-40
789,39,F,Product Manager,3.3,65.6,1.5,7.0,4.6,1,1,3.0,53.8,59.6,Medium,70.19999999999999,medium,low WFH,31-40
790,44,Female,HR Manager,7.8,26.6,43.6,6.3,26.6,1,5,3.3,38.6,93.0,High,53.2,high,medium WFH,41-50
791,23,F,Support Engineer,10.7,54.8,22.4,9.2,8.2,9,3,4.9,22.6,68.7,Low,63.0,medium,medium WFH,21-30
792,29,M,HR Manager,1.4,27.9,38.9,8.9,4.2,0,2,4.3,16.8,23.2,Low,32.1,low,medium WFH,21-30
793,22,Female,QA Tester,4.8,51.2,41.6,7.6,3.6,4,5,2.1,14.0,29.1,Low,54.800000000000004,low,medium WFH,21-30
794,37,Other,Software Engineer,14.5,51.2,74.7,9.6,21.0,5,5,3.9,24.6,80.3,Low,72.2,high,high WFH,31-40
795,55,Other,Software Engineer,3.9,51.2,9.4,7.5,0.2,3,0,1.9,12.7,77.3,Medium,51.400000000000006,high,low WFH,51-60
796,41,Female,Software Engineer,4.7,63.6,51.3,10.7,14.1,3,1,4.1,75.9,32.3,High,77.7,low,medium WFH,41-50
797,53,Male,Product Manager,12.5,52.9,56.4,4.7,3.6,4,2,3.0,32.4,24.7,Low,56.5,low,medium WFH,51-60
798,27,Female,HR Manager,0.8,51.2,49.4,8.7,15.1,4,2,2.9,43.2,66.3,Low,66.3,medium,medium WFH,21-30
799,59,Male,Support Engineer,7.0,32.2,52.5,6.0,28.8,8,2,4.2,84.0,70.9,Low,61.0,high,medium WFH,51-60
800,38,Male,Software Engineer,5.7,41.0,52.5,5.2,28.8,7,1,2.1,20.3,30.8,Medium,69.8,low,medium WFH,31-40
801,56,Male,Support Engineer,4.7,72.8,94.5,4.4,13.3,8,2,4.3,85.2,57.9,Low,86.1,medium,high WFH,51-60
802,25,Female,HR Manager,7.7,74.7,48.2,7.4,19.3,2,0,3.6,67.6,44.5,Medium,94.0,medium,medium WFH,21-30
